id,titulo,subtitular,categoria
080122sur,todos los aÃ±os es igual,basura proveniente del rio paz contamina playa la barrona,Comunidades
080122oriente,se le zafa la lodera y causa accidente,dos hombres se estrellaron en la entrada a san jorge,Accidentes y Tragedias
080122occidente,tardaran dos meses,vecinos padecen caos vial entre la moreria y cuatro caminos por trabajos en reconstruccion de puente samala,Proyectos de Infraestructura
080122centro,cae banda robacarros,mariguana y telefonos fueron decomisados a tres hombres cuando los detuvieron en carro robado,Religion y Tradicion
080222nacional,asesinados de seis tiros en la espalda,el cuerpo de una joven de 17 aÃ±os aparecio en un camino de terraceria con impactos de bala,Comunidades
080222guate,ladrones ingresan a escuela,hombres con armas blancas golpean a maestras a un estudiante y se llevan varios objetos incluyendo papeleria,Educacion y Salud Comunitaria
080222norte,arriesgan la vida,baden a punto de colapsar por crecida del rio tunico,Comunidades
080222sur,mas de cuatro siglos,celebran 423 aÃ±os de ser el centro de las americas,Comunidades
080222oriente,cierran tercera calle,durante el mes que duren las obras se podra usar la 4a calle para salir adelante del area trabajada,Comunidades
080222occidente,piloto queda atrapado,bomberos rescatan a conductor de camion que volco al fallarle los frenos en canton bethania,Comunidades
080222centro,arranca la feria con caravana,al menos 50 motociclistas le dieron la bienvenida a actividades de la asuncion,Comunidades
080322nacional,coyotes ganaron q14 millones en tres aÃ±os,caen 19 presuntos traficantes de personas cuatro son requeridos por eeuu,Comunidades
080322guate,gimnasio de q275 mil,vecinos demandan obras basicas urgentes mientras que la municipalidad construye recinto en ciudad satelite mexico,Comunidades
080322norte,buscan a ladrones,reportan dos escuelas robadas en menos de 15 dias por lo que piden mayor seguridad,Seguridad y Bienestar
080322sur,exodo salvadoreÃ±o,casi 40 mil visitantes proyectan ganancias de 15 millones para el pais por fiestas agostinas,Comunidades
080322oriente,iba sobrecargado,camionero se dirigia a puerto barrios cuando volco en el Km 165 al atlantico,Comunidades
080322occidente,expolicia mato a comerciante por venganza,cristian granados fue captado por camaras de seguridad cuando perpetro el crimen de martha gonon,Seguridad y Bienestar
080322centro,daÃ±os severos en carretera,al menos 22 kilometros de la ruta no han recibido mantenimiento durante 10 aÃ±os,Accidentes Viales
080422nacional,asaltan desde las redes sociales,capturan a miembros de estructura que estafa usando perfiles falsos en facebook a sus victimas les ofrecen enviarles regalos desde eeuu,Crimenes
080422guate,atencion en linea,vecinos que asi lo deseen podran realizar sus tramites en los juzgados municipales de forma virtual,Comunidades
080422norte,les urge un puente,vecinos de los barrios la repegua y el bordo tienen diez aÃ±os sin un tramo adecuado,Proyectos de Infraestructura
080422sur,denuncian estafas,hombre de 40 aÃ±os expuso como fue victima de engaÃ±o en la venta de su vehiculo,Crimenes
080422oriente,obra en suspenso,puente vehicular sobre el rio shutaque estaba prevista para entregarse este 9 de agosto,Proyectos de Infraestructura
080422occidente,cansados de los baches,tramo de 1.5 km es intransitable entre triangulo de tonala y agua tibia vecinos exigen reparacion,Comunidades
080422centro,accidente deja cuatro heridos,microbus estacionado con pasajeros recibio impacto que lo hizo volcar,Accidentes y Tragedias
080522nacional,terror en la carretera,asesino dispara contra chofer y ayudante hasta darles muerte,Accidentes Viales
080522guate,claman por servicios,mal estado de las calles y escasez de agua aquejan a vecinos en sectores que han permanecido abandonados en miguel petapa,Comunidades
080522norte,mejoraran servicios,invertiran para agilizar la entrada a tikal especialmente para lo que van en bus,Comunidades
080522sur,exigen su libertad,familia de mildry lucero aun sin noticias desde su captura por la pnc salvadoreÃ±a en aldea las champas,Comunidades
080522oriente,carretera no duro ni 3 meses,25 kim de recapeo reciente en aldea chanmagua molesta a vecino con baches de 50 cm de diametro,Accidentes Viales
080522occidente,se olvidaron de los puentes,cuatro estructuras colapsaron por tormentas eta y iota en 2020 lo cual sigue afectando a 316 familias,Proyectos de Infraestructura
080522centro,prepararados para las fiestas,comerciantes inician instalacion de puestos donde ofreceran sus productos durante 16 dias,Comunidades
080622nacional,paso a punto de ser habilitado,para esta noche o maÃ±ana covial preve abrir la circulaciÃ³n de vehiculos en el kilometro 15.5 de la ruta al pacifico donde el pasado 14 de junio se hundio un tramo,Comunidades
080722nacional,acaban con nuestros niÃ±os,guatemala es uno de los paises peligrosos para los menores en 2022 van 201 asesinados 4228 victimas de maltraro y 1942 desaparecidos,Riesgos y Emergencias
080822nacional,siete fallecidos entre el fuego,tres adultos y cuatro menores mueren en incendio en apartamento,Riesgos y Emergencias
080822guate,miran luz al final del tunel,vecinos han vivido un calvario por las molestian en actividades desde que ocurrio el hundimiento en la ruta al pacifico villa nueva,Comunidades
080822norte,asfaltan 38.6 kilometros,beneficiara a san valentin tecun uman y ebenezaer,Comunidades
080822sur,iba por un empleo,hombre de 50 aÃ±os cruzo la calle en su bici y dos carros lo atropellaron,Comunidades
080822oriente,muere tras esquivar un bache,mujer de 27 aÃ±os perece en una curva de la jacobo arbenz,Comunidades
080822occidente,muere en una de sus pasiones,wilson tello tambien fue un gran delantero en chiantla recuerda su excompaÃ±ero,Comunidades
080822centro,intenta pasar entre dos carros y muere,-,Comunidades
080922nacional,tragedia no fue un accidente,primeras investigaciones revelan que padre habria envenenado a sus cinco hijos y a su primera esposa leuego los rocio con gasolina y les prendio fuego en la escena tambien,Accidentes y Tragedias
080922guate,por aÃ±os pidieron obra,movilizarse por el bulevar principal de granjas gerona dejara de ser un calvario para los vecinos,Comunidades
080922norte,pagan q60 y no limpian,reprochan el mal estado en que se encuentra el cementerio,Comunidades
080922sur,velocidad mortal,dos personas heridas y una fallecida en accidente propiciado por un auto deportivo,Accidentes y Tragedias
080922oriente,alistan sus ventas para la feria,vendedores de todo el pais instalan sus puestos para los festejos en honor a la virgen del transito,Comunidades
080922occidente,lo velan en casa tras morir en coban,familiares y amigos despiden al atleta wilson tello,Comunidades
080922centro,ruta cerrada durante la noche,en cuatro kilometros se realizaran trabajos de mantenimiento en horario nocturno,Comunidades
081022nacional,se multiplican peleas callejeras,autoridades aseguran que todos los dias los automovilistas discuten y termina en golpes uno de los factores es la falta tolerancia,Comunidades
081022guate,cuatro decadas en el abandono,vecinos aportan los materiales pavimentar calles y construir drenajes en la aldea el aguacate mixco,Comunidades
081022norte,llega el primer vuelo,inauguran viaje del del aeropuerto mundo maya a mÃ©rida mexico,Comunidades
081022sur,sin equipo de proteccion,personal de la municipalidad entrega a agricultores pesticidad altamente toxicos,Comunidades
081022oriente,se deslizan por el asfalto,dos camiones se estrellaron en la vuelta del chupadero causando fila de mas de 300 carros,Comunidades
081022occidente,caminan 2 km por bloqueo,vecinos pasan penas por protesta que duro siete horas en cuatro caminos caos vial abarco tres km,Comunidades
081022centro,bloquean el libramiento,vendedores y usuarios del transporte colectivo se vieron forzados a seguir su camino a pie,Comunidades
081122nacional,se enfrentan a tiros y lo capturan,jose manuel pineda martinez alias sr5 es requerido en estados unidos,Comunidades
081122guate,dificultades para trabajar,empleados de los museos aseguran que autoridades siguen sin cumplir con pago de bonos y otras peticiones,Comunidades
081122norte,daÃ±ada de nuevo,dos meses han pasado desde su reparacion y otra vez esta en pesimo estado en la esperanza,Comunidades
081122sur,usa monticulo para frenar,chofer pierde el control de trailer pero evita una tragedia,Accidentes y Tragedias
081122oriente,camion agarra fuego,conductor hondureÃ±o sale ileso tras incendio generado por un corto circuito,Riesgos y Emergencias
081122occidente,asalta tres negocios en una semana,policia busca a hombre que ha robado q10 mil 800 en distintos atracos en comercios de la cabecera,Comunidades
081122centro,q100 mil en perdidas,el incendio pudo ser provocado indico en propietario quien tambien perdio animales de corral,Riesgos y Emergencias
081222nacional,podrias ir a la carcel por un meme,nueva ley de ciberdelicuencia limitaria el uso de imÃ¡genes de satira contra funcionarios publicos y politicos,Comunidades
081222guate,multa de q5 mil,contaminar la via publica acarrea consecuencias en villa nueva donde se han eliminado seis basureros clandestinos en lo que va del aÃ±o,Comunidades
081222norte,ampliaran carretera,facilitaran acceso a la ciudad porteÃ±a,Accidentes Viales
081222sur,acaba con dos vidas,picop atropello a un hombre y una mujer en el campamento,Comunidades
081222oriente,celebran con jubilo,350 alumnos participan en desfile y carrera 5k para conmemorar el dia de la juventud,Comunidades
081222occidente,atrapado,cae supuesto responsable de robar en 3 negocios de huehuetenango en los ultimos,Comunidades
081222centro,ellos son el futuro,jovenes se enfrentan a nuevos retos y a diario luchan en busca de oportunidades,Comunidades
081322nacional,le celebraron al tesoro sagrado de los maya,"este grano forma parte de la dieta de los guatemaltecos se calcula que cada persona consume 122 libras al aÃ±o, en forma de tamalito atol tortilla caliente entre otros",Comunidades
081422nacional,familia esperaba un milagro,mp pide evaluar salud mental de mujer que conservo cadaver de su hijo,Seguridad y Bienestar
081522nacional,fatal disputa en jocotan,lio por tierras deja cuatro muertos uno degollado ponen barricadas para impedir ingreso de la pnc,Accidentes y Tragedias
081522guate,fiesta en la capital,disfrutan de las atracciones en la feria de jocotenango que se celebra en honor a la virgen de la asuncion,Comunidades
081522norte,puente unirÃ¡ dos comunidades,mas de 80 familias son las beneficiadas con este proyecto,Proyectos de Infraestructura
081522sur,violento impacto,picop choco de frente con sedan lo dejo un recien nacido y cuatro adultos heridos,Accidentes y Tragedias
081522oriente,agarran a don pantera,el presunto responsable de atacar a agentes de la pnc el 6 de junio es capturado atendiendose con una curandera local,Comunidades
081522occidente,regresan la feria,desfile por festejos a la virgen de la asuncion reune a 8 mil vecinos,Comunidades
081522centro,cae presunto salvatrucha,vecinos denunciaron al sospechoso y policias le incautaron un arma de fuego y doce municiones,Comunidades
081622nacional,tres meses buscando llegar a eeuu,vicente martinez viaja con su nieto desde esquintla el camino no ha sido facil para alcanzar el sueÃ±o amaericano y tuvieron que deternerse en mexico,Comunidades
