050423sur,lahares obstruyen paso rural,material volcanico desciende por el rio ceniza y perjudica a cinco comunidades,Riesgos y Emergencias,
050423norte,lo matan con su arma,familia pide esclareer muerte de wanner alegria,Criminalidad y Violencia,
050423guate,desborde de fe y devocion,pobladores participan con alegria en tradicional cortejo acuatico del nino dios,Religion y Tradicion,
050523nacional,regresa la furia del volcan de fuego,autoridades evacuan cientos de personas ante el descenso de lava retumbos y caida de ceniza,Riesgos y Emergencias,
050523centro,llevan mas de 15 dias sin agua,pueblo cierra acceso a municipio y demanda que se mejore la distribucion del liquido,Comunidades,
050523occidente,caminan entre expedientes,archivo del hospital regional colapsa por el alto numero de documentos que se manejan a diario,Comunidades,
050523oriente,logra escapar de asaltantes,atacan a balazos a trailer que se rehuso a detenerse en la ca 2 oriente,Delincuencia,
050523sur,peligro en ruta sin senalizar,ni los carriles estan marcados en tramo de 6 kilometros a la cabecera municipal,Riesgos y Emergencias,
050523norte,temen pasar por el cruce la muerte,-,Riesgos y Emergencias,
050523guate,ruta sigue en mal estado,el invierno pasado dano el paso en el kilometro 10 5 y a la fecha las autoridades no han solucionado el problema,Proyectos de Infraestructura,
050623nacional,masacre por terrenos,un problema de tierras termino con la muerte de cuatro hombres y la captura de los presuntos sicarios,Criminalidad y Violencia,
050723nacional,muerte en actividad politica,celebracion del dia de la madre por el partido vamos deja un fallecido y dos heridos,Criminalidad y Violencia,
050823nacional,triunfo y liderato,con este gol comunicaciones gana el clasico ante municipal y finaliza primero en la clasificacion,Deporte,
050823centro,acompanan al santisimo,18 mil fieles participan en caminata que salio de jocotenango con rumbo a catedral,Religion y Tradicion,
050823occidente,incendios han consumido 611 hectareas,en los ultimos seis meses se registran 80 siniestros forestales,Riesgos y Emergencias,
050823oriente,vertederos en llamas,incendio de basurero municipal alarma a pobladores de la aldea a atulapa,Riesgos y Emergencias,
050823sur,corria para tomar el autobus,camioneta del servicio urbano arrolla a hombres que se tropezo en la zona 1,Accidentes Viales,
050823norte,tres muertos y tres heridos,picop se queda sin frenos y se empotra en paredon,Accidentes Viales,
050823guate,madres dan el ejemplo,comerciantes aprovechan temporada para conquistar mas ventas y a sacar adelante a sus hijos,Comunidades,
050923nacional,asesinadas por venganza o traicion,la policia descubre que el 30porciento de muertes de mujeres en el pais son ordenadas por lideres de pandillas,Delincuencia,
050923centro,piden justicia por crimen de artesano,familia de moises gonzalez llora por su muerte,Delincuencia,
050923occidente,coordinar extorsiones a negocios,detenida en dos ocasiones anteriores por portacion ilegal de arma de fuego,Delincuencia,
050923oriente,lo matan en area desolada,hombre fue atacado cerca del puente que conduce a el jicaral,Criminalidad y Violencia,
050923sur,tienen que usar tablas,vecinos de san miguel las flores esperan que terminen puente nuevo el proximo mes,Proyectos de Infraestructura,
050923norte,esperaron 11 anos por puente,rio motagua derribo tres estructuras durante la tormenta agatha en 2012,Proyectos de Infraestructura,
050923guate,ventas vuelven a los portales,mas de 100 comerciantes fueron retiradas mientras se se restauraba el lugar,Comunidades,
051023nacional,lo matan cuando asaltaba,victima le disparo a ladron desde su vehiculo,Criminalidad y Violencia,
051023centro,obra tiene goteras y fallas electricas,area de salud se niega a recibir ampliacion del centro de atencion finalizado en 2020 por deficiencias,Proyectos de Infraestructura,
051023occidente,abandonan cadaver en basurero,investigan si fue asesinado o dejado en el lugar,Delincuencia,
051023oriente,agasajan a mama,comerciantes ofrecen todo tipo de detalles para obsequiar,Comunidades,
051023sur,escuela tiene solo una maestra,padres de 70 alumnos de el pomal exigen que asignen mas personal,Educacion,
051023norte,matan a cobrador colombiano,victima representaba multiples senales de violencia y heridas por armas de fuego,Criminalidad y Violencia,
051023guate,se alistan para el invierno,la coordinadora municipal para la reduccion de desastres activa protocolo de emergencia,Riesgos y Emergencias,
051123nacional,tragico dia de la madre,dos mujeres encuentran a sus hijos atados de pies y manos y con senales de haber sido torturados,Criminalidad y Violencia,
051123centro,gastaran q33 millones para mejorar 4 74 km,tramo de la ruta interamericana hasta el ingreso del hospital regional,Proyectos de Infraestructura,
051123occidente,11 robos a ventas de celulares,delincuentes enganan a encargados de negocios para sustraer aparatos,Delincuencia,
051123oriente,la encuentran sin vida tres dias despues,cadaver de mujer de la tercera edad estaba en penasco a orillas del rio grande,Delincuencia,
051123sur,llevan 7 meses incomunicados,vecinos se arriesgan a cruzar el rio nahuatan tras colapso de puente de hamaca,Proyectos de Infraestructura,
051123norte,ninas victimas de abuso sexual,se incrementan los casos de menores de edad que son madres,Criminalidad y Violencia,
051123guate,cuidado al manejar,para evitar accidentes durante el invierno motoristas y autoridades brindan recomendaciones especiales,Seguridad y Bienestar,
051223nacional,vapuleado por abusar de anciana,los gritos alertaron a los vecinos quienes detuvieron al victimario,Criminalidad y Violencia,
051223centro,pelea con esposa y quema la casa,hombre huye y vecinos piden que sea expulsado de vixpach la laguna,Criminalidad y Violencia,
051223occidente,trabajo inconcluso,obra en carretera que lleva hacia la costa del departamento se retomara en tres meses,Proyectos de Infraestructura,
051223oriente,simulan envio de resultados,personal practica el manejo de datos que se obtendran en las mesas electorales del 25 de junio,Comunidades,
051223sur,temperatura sube hasta 37 grados,hoy se podria vivir el dias mas caluroso en la antesala a la epoca de lluvias,Desastres Naturales,
051223norte,coordinaba traslados de droga,la patrona preparaba pistas de aterrizaje de avionetas y envio de alijoa mexico,Delincuencia,
051223guate,nueva ruta de transporte,traslada a vecinos de la colonia castanas hasta la central de transferencias zona 12,Comunidades,
051323nacional,muere por falta de ambulacia,rama cae sobre dos primas no habia como trasladarlas al hospital y una fallece,Accidentes y Tragedias,
051423nacional,acribillan a cinco jovenes,tres fallecen y dos quedan gravemente heridos una peatona es alcanzada por la bala perdida,Criminalidad y Violencia,
051523nacional,la acusan de estafadora,le quitan pelo y expulsan a esposa de candidato a diputado sindicada de obtener q3 millones enganando a vecinos,Delincuencia,
051523centro,suspenden clases,alumnos volveran a las aulas hasta que se repare techo de salones danados por ventarron,Educacion,
051523occidente,cosntruyen pozos de absorcion,comuna estima levantar 20 para prevenir inundaciones en el centro historico,Proyectos de Infraestructura,
051523oriente,muere en el hospital,hombre conducia hacia su casa cuando choco de frente contra otrp que quedo grav,Accidentes Viales,
051523sur,participaba en bautizos,integrantes de iglesia evangelica fue atropellada en la autopistacerca de riachuelo,Accidentes Viales,
051523norte,pasan sobre tablas podridas,vecinos aseguran que municipalidad debio construir hace 10 anos un puente de concreto pero el dinero desaparecio,Riesgos y Emergencias,
051523guate,inivierno activa ventanas,comercianrtes aprovechan epoca de lluvia para ofrecer paraguas sombrillas trajes impermeables y mas,Riesgos y Emergencias,
051623nacional,casi los linchan,fueron atrapados y golpeados los acusan de asaltar en las zonas 9 y10,Delincuencia,
051623centro,hospital sin drenajes,area de espera y de emergencia se inundan ante flota de alcantarillado,Proyectos de Infraestructura,
051623occidente,xela cumplira 500 anos de fundacion,acon acto civico las mananitas y concierto de marimbas celebran 499 aniversario de la ciudad,Comunidades,
051623oriente,ninas quieren volver a las aulas,piden retomar a clases presenciales en escuelas donde colapso estructura metalica,Educacion,
051623sur,lo matan a balazon,supuesta discusion con desconocido le costo la vida cuando tomaba en una tienda,Criminalidad y Violencia,
051623norte,reunen q97 mil para pavimentar calle,vecicnos y migrantes se organizan para llevar desarrollo a su aldea,Comunidades,
051623guate,atienden mas que partos,desde hace dos meses centro brinda servicio medicos a mujeres y ninos,Seguridad y Bienestar,
051723nacional,liberado en 24 horas,en menos de un dia juzgado dicta falta de meritos a favor de tres hombres y una mujer acusados de asaltar en las zonas 9 y 10,Delincuencia,
051723centro,reciben a 141 mil turistas en abril,panajachel  san pedro y san juan la laguna son los destinos con mayor visita,Internacional,
051723occidente,obra fue ejecutada sin drenaje,agua de llluvia se empoza en proyecto de adoquinado mal elaborada,Proyectos de Infraestructura,
051723oriente,chofer se fuga,choque contra cisterna deja un fallecido y un herido en recta de la ruta 23,Accidentes Viales,
051723sur,usaran bailey todo el invierno,en medio ano esperan que terminen de construir nuevo puente campamento la barrita,Proyectos de Infraestructura,
051723norte,recibiran clases presenciales,alumnas de la jornada matutina volveran a las aulas el lunes tras remodelacion de escuela tipo federacion,Educacion,
051723guate,se solidarizan con familia,miembros de iglesia donan materiales y mano de obra para construir vivienda para viuda y  sus cuatro hijos,Religion y Tradicion,
051823nacional,empleada domestica planeo secuestro de su jefa,cuatro anos despues del plagio de una abogada capturan a los supuestos cabecillas la trabajadora tenia 15 anos de laboral con la victima,Delincuencia,
051823centro,les ofrecen empleo y los estafan,delincuentes piden hasta q2 mil 500 a interesados por un puesto en el mp y area de salud,Delincuencia,
051823occidente,asaltan a agentes bancarios,eran investigados y la policia los captura tras persecucion,Delincuencia,
051823oriente,sobrevive a segundo ataque,vecino de santo tomas es baleado cuando regresaba de cortar lena,Criminalidad y Violencia,
051823sur,se anticipan a lluvias,con limpieza de canales y chapeo buscan evitra inundaciones en el barrio penate,Desastres Naturales,
051823norte,fuego pone riesgo la flora y fauna,este ano van mas de mil hectareas de bosque afectadas a nivel departamental,Desastres Naturales,
051823guate,celebracion tiene 50 anos,pobladores piden a su patrono san isidro labrador que bendiga la siembra del maiz y las flores,Religion y Tradicion,
051923nacional,dice no a la pandilla y lo matan,joven de 19 anos pide permiso en el instituto para ir a comprar a una tienda y es baleado,Criminalidad y Violencia,
051923centro,identifican a migrante fallecido,ultimo contacto que tuvo con su familia fue en mayo de 2022 cuando se disponia a cruzar el rio bravo,Internacional,
051923occidente,explosion deja cuatro heridos,participaban en actividad proselitista del comite civico barrilete,Criminalidad y Violencia,
051923oriente,surten mercados nacionales,mas de 20 productores de berenjena generan empleo para corte y distribucion,Comunidades,
